Facility Name|Health Facility Type|Catchment Area|Ownership Major Classification|Region Name                                             |Region PSGC|Province Name |Province PSGC|City/Municipality Name|Barangay Name|Latitude|Longitude|Precision Latitude/Longitude|catchment_area_icon
TORRES BUGALLON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY   5|14.655959|120.972702|High|pin
URDUJA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CALOOCAN CITY|BARANGAY 172|14.743543|121.037269|High|pin
ACACIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|ACACIA|14.6673484|120.9691483|High|pin
BARITAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|BARITAN|14.67319|120.94694|Medium|pin
BAYAN-BAYANAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|BAYAN-BAYANAN|14.6759|120.94641|High|pin
CATMON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|CATMON|14.670477|120.9601916|High|pin
CONCEPCION HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|CONCEPCION|14.66864|120.94651|High|pin
DAMPALIT HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|DAMPALIT|14.68806|120.93908|High|pin
FLORES HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|FLORES|14.67389|120.94339|High|pin
HULONG DUHAT HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|HULONG DUHAT|14.67803|120.942|High|pin
IBABA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|IBABA|14.6649714|120.9513698|High|pin
LONGOS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|LONGOS|14.650902|120.9607156|High|pin
MALABON CITY HEALTH OFFICE|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|SAN AGUSTIN|14.6550379|120.9624279|High|pin
MAYSILO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|MAYSILO|14.6749678|120.9634229|High|pin
MUZON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|MUZON|14.67617|120.94974|High|pin
NIUGAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|NIUGAN|14.667137|120.955237|High|pin
PANGHULO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|PANGHULO|14.686983|120.954129|High|pin
POTRERO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|POTRERO|14.6625828|120.98493|High|pin
SAN AGUSTIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|SAN AGUSTIN|14.6620338|120.9528848|High|pin
SANTOLAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|SANTOLAN|14.6858874|120.9592547|High|pin
TAÑONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|TAÑONG (POB.)|14.6545524|120.9527544|High|pin
TINAJEROS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|TINAJEROS|14.671623|120.97042|High|pin
TONSUYA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|TONSUYA|14.6630686|120.9586145|High|pin
TUGATOG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF MALABON|TUGATOG|14.665684|120.970041|High|pin
BAGONG LIPUNAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|SAN JOSE (POB.)|14.662097|120.943768|High|pin
BAGUMBAYAN NORTH HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|BAGUMBAYAN NORTH|14.652635|120.948878|High|pin
BANGCULASI HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|BANGCULASI|14.6500504|120.9522144|High|pin
KAUNLARAN VILLAGE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN|14.6467174|120.954955|High|pin
NAVOTAS CITY HEALTH OFFICE|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|SAN JOSE (POB.)|14.6581746|120.9481248|High|pin
NORTH BAY BOULEVARD NORTH HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|NORTH BAY BLVD., NORTH|14.647805|120.950686|High|pin
PHASE 2 AREA 1 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN|14.64645|120.95983|Medium|pin
SAN RAFAEL VILLAGE SATELLITE CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|SAN RAFAEL VILLAGE|14.63644|120.96428|High|pin
SAN ROQUE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|SAN ROQUE|14.6699655|120.9387439|High|pin
SIPAC-ALMACEN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|SIPAC-ALMACEN|14.6579175|120.9465634|High|pin
TANGOS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|TANGOS SOUTH|14.6736536|120.9326245|High|pin
TANZA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|TANZA 1|14.6776742|120.9367071|High|pin
TUMANA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF NAVOTAS|NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN|14.6495224|120.9566592|High|pin
ARKONG BATO 3S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|ARKONG BATO||||pin
ARKONG BATO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|ARKONG BATO|14.6966621|120.9546724|High|pin
BAGBAGUIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BAGBAGUIN|14.7126789|120.9981441|High|pin
BALANGKAS 3S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BALANGKAS|14.711335|120.9428346|High|pin
BALUBARAN BARANGAY HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MALINTA|14.698133|120.966278|High|pin
BIGNAY MAIN HEALTH STATION|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BIGNAY|14.7446281|121.003308|High|pin
BISIG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BISIG|14.7127941|120.9466941|High|pin
BITIK BARANGAY HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.68744|120.993238|Low|pin
CANUMAY EAST HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|CANUMAY|14.7181944|120.9906084|High|pin
CANUMAY EAST LIBIS HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|CANUMAY EAST (CANUMAY)|14.71945842|120.9887554|Medium|pin
CANUMAY WEST HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|CANUMAY|14.7068616|120.984878|High|pin
COLOONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|COLOONG|14.7214352|120.9447583|High|pin
CONCEPCION HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.676522|120.984346|Medium|pin
DALANDANAN 3S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|DALANDANAN|14.704239|120.961324|High|pin
DON PEDRO HEALTH STATION|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS||||pin
DUHAT HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|UGONG|14.70652605|120.9617457|Medium|pin
ELYSIAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.6743562|120.9795833|High|pin
GEN. T. DE LEON 3S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.6855606|120.9908824|High|pin
GEN. T. DE LEON HEALTH CENTER I|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.686122|120.995523|High|pin
ISLA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|ISLA|14.705999|120.949987|High|pin
KARUHATAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|KARUHATAN|14.6895758|120.9784392|High|pin
LAWANG BATO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|LAWANG BATO|14.7301382|120.9931939|High|pin
LINGUNAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|LINGUNAN|14.7187791|120.9762954|High|pin
LOWER TIBAGAN HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.69119712|121.0036959|Medium|pin
LOWER TIBAGAN UGONG HEALTH STATION|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|UGONG||||pin
MABOLO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MABOLO|14.711468|120.949746|High|pin
MALABO HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MAYSAN|14.688262|120.996178|Low|pin
MALANDAY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MALANDAY|14.715861|120.953757|High|pin
MALINTA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MALINTA|14.6886492|120.9643918|High|pin
MANOTOC HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.6832447|120.9795533|High|pin
MAPULANG LUPA HEALTH CENTER (MAIN)|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MAPULANG LUPA|14.7022769|121.0006233|High|pin
MARULAS 3S HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.6740261|120.9828161|High|pin
MARULAS MEGA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.679183|120.984808|High|pin
MAYSAN MAIN 3S|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MAYSAN|14.698372|120.979926|High|pin
NORTHVILLE I HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BIGNAY|14.743855|120.989243|High|pin
NORTHVILLE II HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|BIGNAY|14.756148|120.996831|High|pin
PALASAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|PALASAN|14.70398|120.947624|High|pin
PARADA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|PARADA|14.6948|120.99224|High|pin
PASO DE BLAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|PASO DE BLAS|14.707842|120.992486|High|pin
PASOLO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|PASOLO|14.706373|120.953192|High|pin
PINALAGAD HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MALINTA|14.6814843|120.9689611|High|pin
POLO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|POBLACION|14.7081345|120.9462161|High|pin
PUNTURIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|PUNTURIN|14.7410429|120.9903097|High|pin
PUROK 4 HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MAPULANG LUPA|14.7064778|121.0006833|High|pin
RINCON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|RINCON|14.7000201|120.960163|High|pin
SAN MIGUEL HEIGHTS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.6749248|120.9883509|High|pin
SERRANO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|MARULAS|14.6813841|120.9827203|High|pin
SITIO CABATUHAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.687276|121.00292|High|pin
TAGALAG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|TAGALAG|14.7274168|120.9377317|High|pin
TUGATOG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|VIENTE REALES|14.7209471|120.96597|High|pin
UGONG 3S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|UGONG|14.694201|121.009136|High|pin
UGONG DISIPLINA VILLAGE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|UGONG||||pin
VALENZUELA CITY EMERGENCY HOSPITAL|Infirmary|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|DALANDANAN|14.708857|120.957721|High|pin
VALENZUELA CITY HEALTH OFFICE|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|KARUHATAN|14.691806|120.968543|High|pin
VALENZUELA PHYSICAL THERAPY CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|POBLACION|14.69163697|120.9692637|Medium|pin
VEINTE REALES HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|VIENTE REALES|14.7139826|120.9667013|High|pin
VIAN FAMILY HOSPITAL|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|HEN. T. DE LEON|14.68497|120.98917|Medium|pin
WAWANG PULO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, THIRD DISTRICT (Not a Province)|137500000|CITY OF VALENZUELA|WAWANG PULO|14.7335468|120.9277993|High|pin
